mention_pair,sentence1,sentence2,im_rationale,lemma1,lemma2,triger_1,trigger2,has_pron,within_doc,pos_tag1,pos_tag2,len_men1,len_men2,topic
"('0392b3b12110fec786b38335ffb6c713.b4.9', '0392b3b12110fec786b38335ffb6c713.b1.7')","Sunday evening a 22-year - old man was also <m> wounded </m> by gunfire , police said . The man was shot shortly after 6 p.m. in the 800 block of Lyndhurst St. , the Edmondson Village neighborhood of West Baltimore . He was hospitalized in good condition , according to police .","Man , 66 , shot while sitting on park bench in Charles Village A 66-year - old man was <m> shot </m> in his leg and grazed in his arm early Monday while sitting on a park bench in Charles Village , police said ."," Okay, let's dive into this inner monologue! Based on the given documents, I will reason through the common context, actions, actors, objects, and locations to determine whether the two events are the same or not.Common Context:Both documents mention an event involving a person being shot or wounded in Baltimore.Actions:In Document A, a 22-year-old man was shot, while in Document B, a 66-year-old man was shot.Actors:In Document A, the actor is ""police,"" while in Document B, the actor is ""police.""Objects:Both documents mention a park bench in Charles Village.Locations:Both documents mention the Edmondson Village neighborhood of West Baltimore and Charles Village.Now, let's reverse-engineer our reasoning to determine if the two events are the same.Based on the common context, actions, actors, objects, and locations, it appears that both events involve a person being shot or wounded in Baltimore. The age of the victims (22 and 66) and the location (Charles Village) suggest that the two events may be related.However, there is a discrepancy in the details provided in each document. In Document A, the victim was shot ""shortly after 6 p.m."" in the 800 block of Lyndhurst St., while in Document B, the victim was shot ""early Monday"" while sitting on a park bench in Charles Village. This discrepancy suggests that the two events may not be the same.Furthermore, the use of different pronouns in each document (e.g., ""he"" in Document A and ""man"" in Document B) suggests that the two events may involve different individuals.Based on these observations, I conclude that the two events are not the same. While they share some commonalities (i.e., location, age of victim), they also have significant differences (i.e., time of event, specific location, and use of pronouns). Therefore, Document A and Document B refer to different events.",wound,shoot,wounded ,shot ,1,1,VERB,VERB,1,1,683045
"('0392b3b12110fec786b38335ffb6c713.b4.9', '0392b3b12110fec786b38335ffb6c713.b2.19')","Sunday evening a 22-year - old man was also <m> wounded </m> by gunfire , police said . The man was shot shortly after 6 p.m. in the 800 block of Lyndhurst St. , the Edmondson Village neighborhood of West Baltimore . He was hospitalized in good condition , according to police .","The man was sitting about 1:15 a.m. in the 100 block of East 26th St. when he heard three <m> gunshots </m> and realized he had been shot , police said . He was hospitalized and police did not provide his condition Monday ."," Okay, let me think this through...* Both documents refer to an event that occurred in Baltimore, specifically in the Edmondson Village neighborhood of West Baltimore (Document A) and the 100 block of East 26th St. (Document B).* The event trigger-word in Document A is ""wounded,"" while in Document B it is ""gunshots.""* In Document A, the wounded person is a 22-year-old man who was shot at 6 p.m. in the 800 block of Lyndhurst St. In Document B, the person who was shot heard three gunshots and realized they had been shot, but the document does not provide the person's condition.* Based on the information provided, it appears that the same person is being referred to in both documents. The location and time of the event match, and the fact that the person was hospitalized in good condition in Document A and hospitalized but with an unknown condition in Document B suggests that they are likely the same person.* Therefore, I conclude that the two events are the same event. The person mentioned in both documents was wounded by gunfire in the Edmondson Village neighborhood of West Baltimore, either at 6 p.m. or around 1:15 a.m. the same day.",wound,gunshot,wounded ,gunshots ,1,1,VERB,VERB,1,1,683045
"('0392b3b12110fec786b38335ffb6c713.b4.9', '0392b3b12110fec786b38335ffb6c713.b2.25')","Sunday evening a 22-year - old man was also <m> wounded </m> by gunfire , police said . The man was shot shortly after 6 p.m. in the 800 block of Lyndhurst St. , the Edmondson Village neighborhood of West Baltimore . He was hospitalized in good condition , according to police .","The man was sitting about 1:15 a.m. in the 100 block of East 26th St. when he heard three gunshots and realized he had been <m> shot </m> , police said . He was hospitalized and police did not provide his condition Monday ."," Okay, let me think this through...Based on the information provided in both documents, it seems that we are dealing with the same event. Here's my reasoning:1. Both documents mention a 22-year-old man who was injured by gunfire. This suggests that the event is related to the same person.2. Both documents mention the location of the event as West Baltimore, specifically the Edmondson Village neighborhood. This implies that the event took place in the same general area.3. Both documents mention that the man was hospitalized after being shot. This suggests that the event resulted in the man receiving medical attention.4. The time frame of the event is similar in both documents, with both mentioning that it occurred in the evening (Sunday evening in document A and around 1:15 a.m. in document B).5. Both documents use similar language to describe the man's injury, with document A using the phrase ""wounded by gunfire"" and document B using the phrase ""shot."" This suggests that the man was injured in the same way in both incidents.6. Both documents mention that the man was hospitalized, but they don't provide his condition. This suggests that the man's injuries were serious enough to require medical attention, but the extent of his injuries is not specified.Based on these similarities, it seems likely that the two events are referring to the same incident. The fact that the documents use similar language to describe the man's injury and the location of the event suggests that they are describing the same event. Additionally, the fact that both documents mention that the man was hospitalized after being shot suggests that the event resulted in serious injuries.Therefore, I conclude that documents A and B are referring to the same event.",wound,shoot,wounded ,shot ,1,1,VERB,VERB,1,1,683045
"('0392b3b12110fec786b38335ffb6c713.b5.3', '0392b3b12110fec786b38335ffb6c713.b1.7')","Sunday evening a 22-year - old man was also wounded by gunfire , police said . The man was <m> shot </m> shortly after 6 p.m. in the 800 block of Lyndhurst St. , the Edmondson Village neighborhood of West Baltimore . He was hospitalized in good condition , according to police .","Man , 66 , shot while sitting on park bench in Charles Village A 66-year - old man was <m> shot </m> in his leg and grazed in his arm early Monday while sitting on a park bench in Charles Village , police said ."," Okay, let me think this through...Both documents are referring to the same event, as I will explain below.First, let's identify the common context between the two documents. Both documents are describing an incident where a person was shot in Baltimore. The location of the incident is also the same in both documents - the 800 block of Lyndhurst Street in the Edmondson Village neighborhood of West Baltimore.Now, let's move on to the actions and actors involved in the incident. In Document A, the actor is ""police,"" who are stating that a 22-year-old man was shot shortly after 6 p.m. in the mentioned location. In Document B, the actor is ""police,"" who are stating that a 66-year-old man was shot early Monday while sitting on a park bench in Charles Village.The next thing to consider is the objects involved in the incident. In both documents, the object is a person who was shot.Moving on to the locations mentioned in the documents, we have the 800 block of Lyndhurst Street in both documents, as well as Charles Village in Document B.Now, let's look at the pronouns used in the documents. In Document A, the pronoun ""he"" is used to refer to the 22-year-old man who was shot. In Document B, the pronoun ""he"" is used to refer to the 66-year-old man who was shot. This suggests that both men are being referred to by the same pronouns, which means they are likely the same person.Based on the above analysis, it is clear that the two documents are referring to the same event. The 22-year-old man who was shot in Document A is the same person as the 66-year-old man who was shot in Document B.Therefore, my answer is: Yes, the two documents are referring to the same event.",shoot,shoot,shot ,shot ,1,1,VERB,VERB,1,1,683045
"('0392b3b12110fec786b38335ffb6c713.b5.3', '0392b3b12110fec786b38335ffb6c713.b2.19')","Sunday evening a 22-year - old man was also wounded by gunfire , police said . The man was <m> shot </m> shortly after 6 p.m. in the 800 block of Lyndhurst St. , the Edmondson Village neighborhood of West Baltimore . He was hospitalized in good condition , according to police .","The man was sitting about 1:15 a.m. in the 100 block of East 26th St. when he heard three <m> gunshots </m> and realized he had been shot , police said . He was hospitalized and police did not provide his condition Monday ."," Okay, let me think this through...In document A, the event trigger-word is ""shot"" and the location is the 800 block of Lyndhurst St. in the Edmondson Village neighborhood of West Baltimore. In document B, the event trigger-word is ""gunshots"" and the location is the 100 block of East 26th St.At first glance, it seems like these two events could be unrelated, as they occur in different locations and times. However, upon closer inspection, there are some similarities that suggest they may be referring to the same event.First, both documents mention a 22-year-old man being injured by gunfire. This suggests that the event in question involves a young adult male, which could be a common thread between the two documents.Second, both documents mention the event occurring in the evening, with document A stating it happened around 6 p.m. and document B stating it happened around 1:15 a.m. This suggests that the event could have occurred within a few hours of each other, which further supports the idea that they may be referring to the same event.Third, both documents mention the man being hospitalized, which suggests that the event was serious enough to require medical attention.Based on these similarities, it seems likely that the two events are referring to the same incident. The man in document A was shot around 6 p.m. in the Edmondson Village neighborhood of West Baltimore, and the man in document B was shot around 1:15 a.m. in the 100 block of East 26th St. It's possible that the same incident occurred in both locations, with the man being injured by gunfire in one location and then transported to another location for medical attention.Therefore, based on the information provided in the two documents, it appears that the events are likely the same.",shoot,gunshot,shot ,gunshots ,1,1,VERB,VERB,1,1,683045
"('0392b3b12110fec786b38335ffb6c713.b5.3', '0392b3b12110fec786b38335ffb6c713.b2.25')","Sunday evening a 22-year - old man was also wounded by gunfire , police said . The man was <m> shot </m> shortly after 6 p.m. in the 800 block of Lyndhurst St. , the Edmondson Village neighborhood of West Baltimore . He was hospitalized in good condition , according to police .","The man was sitting about 1:15 a.m. in the 100 block of East 26th St. when he heard three gunshots and realized he had been <m> shot </m> , police said . He was hospitalized and police did not provide his condition Monday ."," Okay, let me think this through...In document A, the event trigger word ""shot"" is mentioned in the context of a 22-year-old man being wounded by gunfire on Sunday evening in the 800 block of Lyndhurst Street in West Baltimore. The man was hospitalized in good condition.In document B, the event trigger word ""shot"" is mentioned in the context of a man being shot at around 1:15 a.m. in the 100 block of East 26th Street. The man was hospitalized, but the police did not provide his condition on Monday.Upon comparing the two documents, I have identified several common elements:1. Location: Both incidents occurred in Baltimore.2. Time: Both incidents occurred at night - Sunday evening in document A and around 1:15 a.m. in document B.3. Action: Both incidents involved a person being shot.4. Actor: Both documents mention police, indicating that they were involved in the incidents.5. Object: Both documents mention a person being shot, but they do not provide any additional details about the object that was shot.Based on these common elements, I have reasoned that the two incidents are likely referring to the same event. Here's why:1. Location: Both incidents occurred in Baltimore, which suggests that they could be related.2. Time: The proximity of the times (Sunday evening vs. around 1:15 a.m.) suggests that they could be related, especially since they occurred in the same general area.3. Action: Both incidents involve a person being shot, which suggests that they could be related.4. Actor: The involvement of police in both incidents suggests that they could be related, especially since they were involved in the same general area at around the same time.5. Object: The lack of additional details about the object that was shot in both documents suggests that they could be referring to the same event.Based on these observations, I have decided that the two events are likely the same event. The man in document A was shot on Sunday evening in the 800 block of Lyndhurst Street in West Baltimore, and the man in document B was shot at around 1:15 a.m. in the 100 block of East 26th Street in the same general area. While the documents do not provide any direct confirmation of this, the common elements suggest that they are likely referring to the same event.",shoot,shoot,shot ,shot ,1,1,VERB,VERB,1,1,683045
"('0392b3b12110fec786b38335ffb6c713.b6.2', '0392b3b12110fec786b38335ffb6c713.b1.7')","Sunday evening a 22-year - old man was also wounded by gunfire , police said . The man was shot shortly after 6 p.m. in the 800 block of Lyndhurst St. , the Edmondson Village neighborhood of West Baltimore . He was <m> hospitalized </m> in good condition , according to police .","Man , 66 , shot while sitting on park bench in Charles Village A 66-year - old man was <m> shot </m> in his leg and grazed in his arm early Monday while sitting on a park bench in Charles Village , police said ."," Okay, let me see if I can do this. *thinks*Based on the information provided in both documents, I can identify some common context, actions, actors, objects, and locations. Here are my observations:Common context:* Both documents are talking about an event that occurred in Baltimore, specifically in the Edmondson Village neighborhood of West Baltimore and the Charles Village area.Actions:* In document A, a 22-year-old man was shot and hospitalized.* In document B, a 66-year-old man was shot while sitting on a park bench.Actors:* In document A, the actors are the police and the 22-year-old man who was shot.* In document B, the actors are the police and the 66-year-old man who was shot.Objects:* In document A, the object is the gun used to shoot the 22-year-old man.* In document B, the object is the park bench where the 66-year-old man was shot.Locations:* In document A, the location is the 800 block of Lyndhurst St. in the Edmondson Village neighborhood of West Baltimore.* In document B, the location is Charles Village, Baltimore.Now, based on these observations, I can determine that the two events are the same event. Here's why:* Both documents mention a shooting in Baltimore, specifically in the Edmondson Village neighborhood and the Charles Village area.* Both documents mention a 22-year-old man being shot and hospitalized.* Both documents mention a 66-year-old man being shot, although in document B, he was shot while sitting on a park bench.* Both documents mention the police being involved in the incident.* Both documents mention the location of the incident as being in Baltimore.Based on these similarities, I can conclude that the two events are the same event. The actors, actions, and locations match, and both documents are referring to the same incident. Therefore, the answer to the question is yes, documents A and B are talking about the same event.",hospitalize,shoot,hospitalized ,shot ,1,1,VERB,VERB,1,1,683045
"('0392b3b12110fec786b38335ffb6c713.b6.2', '0392b3b12110fec786b38335ffb6c713.b2.25')","Sunday evening a 22-year - old man was also wounded by gunfire , police said . The man was shot shortly after 6 p.m. in the 800 block of Lyndhurst St. , the Edmondson Village neighborhood of West Baltimore . He was <m> hospitalized </m> in good condition , according to police .","The man was sitting about 1:15 a.m. in the 100 block of East 26th St. when he heard three gunshots and realized he had been <m> shot </m> , police said . He was hospitalized and police did not provide his condition Monday ."," Okay, let me think this through...Based on the information provided in the two documents, it appears that both events are referring to the same event. Here's how I arrived at that conclusion:1. Common context: Both documents mention a man being shot in Baltimore.2. Actions: Both documents mention the man being shot, with no indication of different actions taking place.3. Actors: Both documents mention the police, suggesting that they are involved in both incidents.4. Objects: Both documents mention a gun being used in the shooting, which suggests that the same weapon was used in both incidents.5. Locations: Both documents mention specific locations in Baltimore where the shooting occurred, including the 800 block of Lyndhurst St. and the 100 block of East 26th St.6. Pronouns: Both documents use the pronoun ""he"" to refer to the man who was shot, indicating that they are likely referring to the same person.Based on these similarities, it seems likely that the two events are referring to the same incident. Therefore, the answer to the question is yes, Documents A and B are talking about the same event.",hospitalize,shoot,hospitalized ,shot ,1,1,VERB,VERB,1,1,683045
"('0392b3b12110fec786b38335ffb6c713.b6.4', '0392b3b12110fec786b38335ffb6c713.b1.7')","Sunday evening a 22-year - old man was also wounded by gunfire , police said . The man was shot shortly after 6 p.m. in the 800 block of Lyndhurst St. , the Edmondson Village neighborhood of West Baltimore . He was hospitalized in <m> good condition </m> , according to police .","Man , 66 , shot while sitting on park bench in Charles Village A 66-year - old man was <m> shot </m> in his leg and grazed in his arm early Monday while sitting on a park bench in Charles Village , police said ."," Okay, let's dive into this inner monologue. I'm going to read through both documents and identify the common elements to determine if they're referring to the same event or not.Common elements between Document A and Document B:1. Location: Both documents mention the location of the event, which is West Baltimore.2. Time: Both documents mention the time of the event, which is Sunday evening.3. Age of the victim: Both documents mention the age of the victim, which is 22 years old in Document A and 66 years old in Document B.4. Type of injury: Both documents mention the type of injury sustained by the victim, which is gunshot wound in both cases.5. Condition of the victim: Both documents mention the condition of the victim, which is <m> good condition </m> in Document A and <m> shot </m> in Document B.Based on these common elements, it seems likely that the two events are referring to the same incident. Here's my reasoning:1. The location mentioned in both documents is West Baltimore, which suggests that the events are likely to be happening in the same general area.2. The time mentioned in both documents is Sunday evening, which further supports the idea that the events are happening at the same time.3. The age of the victim in both documents is 22 years old in Document A and 66 years old in Document B, which suggests that the events may be related to the same person.4. The type of injury sustained by the victim in both documents is a gunshot wound, which is a common element that suggests the events may be related to the same incident.5. The condition of the victim in both documents is <m> good condition </m> in Document A and <m> shot </m> in Document B, which suggests that the events may be related to the same person.Based on these common elements, it seems likely that the two events are referring to the same incident. However, I need to be careful not to assume too much without further evidence. I'll need to consider other factors, such as the context of the events and the actors involved, to make a definitive decision.In conclusion, while there are some common elements between Document A and Document B, there are also some differences that suggest the events may not be the same. I will need to carefully consider the context and actors involved to make a definitive decision.",condition,shoot,good condition ,shot ,1,1,NOUN,NOUN,2,2,683045
"('0392b3b12110fec786b38335ffb6c713.b6.4', '0392b3b12110fec786b38335ffb6c713.b2.19')","Sunday evening a 22-year - old man was also wounded by gunfire , police said . The man was shot shortly after 6 p.m. in the 800 block of Lyndhurst St. , the Edmondson Village neighborhood of West Baltimore . He was hospitalized in <m> good condition </m> , according to police .","The man was sitting about 1:15 a.m. in the 100 block of East 26th St. when he heard three <m> gunshots </m> and realized he had been shot , police said . He was hospitalized and police did not provide his condition Monday ."," Okay, let me think this through...Based on the information provided in both documents, I believe the events are referring to the same incident. Here are my reasons:1. Time and location: Both documents mention the time of the event as Sunday evening (6 p.m. in document A and 1:15 a.m. in document B), and both locations are in West Baltimore (800 block of Lyndhurst St. in document A and 100 block of East 26th St. in document B). This suggests that the event occurred in the same general area.2. Entities involved: Both documents mention a 22-year-old man who was shot and hospitalized (in ""good condition"" in document A and ""in good condition"" in document B). This suggests that the same person was involved in both incidents.3. Trigger words: Both documents use the same trigger words to describe the event: ""good condition"" in document A and ""gunshots"" in document B. This suggests that the event was likely a shooting, and that the term ""good condition"" was used to describe the man's injuries.4. Actions: Both documents mention that the man was sitting in a location when he was shot (in the 800 block of Lyndhurst St. in document A and the 100 block of East 26th St. in document B). This suggests that the man was in the same general location when he was shot.5. Actors: Both documents mention that the man was hospitalized and that police did not provide his condition (in document A) or that he was hospitalized and police did not provide his condition (in document B). This suggests that the event was likely the result of criminal activity, as police did not provide information on the man's condition.Based on these similarities, I believe that the events described in document A and document B are referring to the same incident. The man was likely shot in the same general location on Sunday evening, and the event likely resulted from criminal activity.",condition,gunshot,good condition ,gunshots ,1,1,NOUN,NOUN,2,2,683045
