mention_pair,sentence1,sentence2,im_rationale,lemma1,lemma2,triger_1,trigger2,has_pron,within_doc,pos_tag1,pos_tag2,len_men1,len_men2,topic
"('0392b3b12110fec786b38335ffb6c713.b9.12', '0392b3b12110fec786b38335ffb6c713.b8.10')","D'kai Vanlandingham , 17 , of Northeast Baltimore , was shot and <m> killed </m> just after 10 p.m. Saturday on the 3400 block of Juneway in Belair - Edison , police said .","Martin Ibarra , 35 , of South Baltimore , was <m> shot </m> and killed shortly before 10 p.m. Friday on the 1400 block of Ramsay St. in New Southwest - Mount Clare , police said ."," Okay, let's break it down.In document A, the event trigger word is ""killed."" The context of the sentence suggests that D'kai Vanlandingham was killed in the 3400 block of Juneway in Belair-Edison. The actors mentioned are ""police"" and ""D'kai Vanlandingham."" The objects mentioned are ""gun"" and ""bullet."" The location mentioned is ""Belair-Edison.""In document B, the event trigger word is ""shot."" The context of the sentence suggests that Martin Ibarra was shot in the 1400 block of Ramsay St. in New Southwest-Mount Clare. The actors mentioned are ""police"" and ""Martin Ibarra."" The objects mentioned are ""gun"" and ""bullet."" The location mentioned is ""New Southwest-Mount Clare.""Now, let's compare the entities mentioned in each document:* The person killed in document A is D'kai Vanlandingham. The person shot in document B is Martin Ibarra.* The locations mentioned in each document are different: Belair-Edison in document A and New Southwest-Mount Clare in document B.* The time of the event mentioned in each document is different: 10 p.m. in document A and shortly before 10 p.m. in document B.Based on these comparisons, it is clear that the two events are not the same event. The people, locations, and times mentioned in each document are different, so they cannot be referring to the same event. Therefore, the answer to the question is no, Documents A and B are not talking about the same event.",kill,shoot,killed ,shot ,1,1,VERB,VERB,1,1,683045
"('0392b3b12110fec786b38335ffb6c713.b9.12', '0392b3b12110fec786b38335ffb6c713.b8.12')","D'kai Vanlandingham , 17 , of Northeast Baltimore , was shot and <m> killed </m> just after 10 p.m. Saturday on the 3400 block of Juneway in Belair - Edison , police said .","Martin Ibarra , 35 , of South Baltimore , was shot and <m> killed </m> shortly before 10 p.m. Friday on the 1400 block of Ramsay St. in New Southwest - Mount Clare , police said ."," Okay, let me think this through...First, I see that both documents mention a person being killed, and the locations mentioned are different. In Document A, the person was killed on the 3400 block of Juneway in Belair-Edison, while in Document B, the person was killed on the 1400 block of Ramsay St. in New Southwest-Mount Clare.Next, I notice that the event trigger words are different. In Document A, it says ""shot and killed,"" while in Document B, it says ""shot and <m> killed </m>."" This suggests that the events may not be the same, even though they both involve a person being killed.Now, let me think about the actors involved in each event. In Document A, the person who was killed is identified as ""D'kai Vanlandingham,"" while in Document B, the person who was killed is identified as ""Martin Ibarra."" This means that the events may not have involved the same person.Furthermore, the context of each event is different. In Document A, the event occurred on a Saturday night in the Northeast part of Baltimore, while in Document B, the event occurred on a Friday night in the Southwest part of Baltimore.Based on these observations, I conclude that the two events are not the same event. The locations, actors, and context of each event are different, which suggests that they are distinct incidents. Therefore, the answer to the question is no, Documents A and B are not talking about the same event.",kill,kill,killed ,killed ,1,1,VERB,VERB,1,1,683045
"('0392b3b12110fec786b38335ffb6c713.b9.12', '0392b3b12110fec786b38335ffb6c713.b9.10')","D'kai Vanlandingham , 17 , of Northeast Baltimore , was shot and <m> killed </m> just after 10 p.m. Saturday on the 3400 block of Juneway in Belair - Edison , police said .","D'kai Vanlandingham , 17 , of Northeast Baltimore , was <m> shot </m> and killed just after 10 p.m. Saturday on the 3400 block of Juneway in Belair - Edison , police said ."," My inner monologue:Okay, let's see... Both documents mention D'kai Vanlandingham, a 17-year-old from Northeast Baltimore, who was shot and killed (in Document A) or shot (in Document B) around 10 pm on a specific block in Belair-Edison. Hmm, this is where things get interesting. The trigger words are different, but the name and location are the same. Could they be referring to the same event? Let me break it down:Common context: Both documents mention the location of the event (Belair-Edison) and the time of day (around 10 pm).Actions: Both documents mention that D'kai was either shot and killed (in Document A) or shot (in Document B).Actors: The actors mentioned in both documents are D'kai Vanlandingham and the police.Objects: The only object mentioned in both documents is the gun (either shot or killed).Locations: The locations mentioned in both documents are the 3400 block of Juneway in Belair-Edison.Now, let's analyze the pronouns used in each document:Document A: ""D'kai Vanlandingham , 17 , of Northeast Baltimore , was shot and <m> killed </m> just after 10 p.m. Saturday on the 3400 block of Juneway in Belair - Edison , police said .""* The pronoun ""he"" is used to refer to D'kai Vanlandingham.Document B: ""D'kai Vanlandingham , 17 , of Northeast Baltimore , was <m> shot </m> and killed just after 10 p.m. Saturday on the 3400 block of Juneway in Belair - Edison , police said .""* The pronoun ""he"" is also used to refer to D'kai Vanlandingham.Based on my analysis, it seems that the two documents are referring to the same event, but with different wording. The trigger words ""shot and killed"" in Document A and ""shot"" in Document B are likely referring to the same event, but the wording is different. Therefore, I conclude that Document A and Document B are not referring to the same event.",kill,shoot,killed ,shot ,1,1,VERB,VERB,1,1,683045
"('66d30db65488c2b02e5882d7e762b5c3.b2.11', '0392b3b12110fec786b38335ffb6c713.b1.7')","Officers heard gunfire just after 10 p.m. and found the teenager <m> shot </m> multiple times in the 3400 block of Juneway in the Belair - Edison neighborhood of Northeast Baltimore , police said .","Man , 66 , shot while sitting on park bench in Charles Village A 66-year - old man was <m> shot </m> in his leg and grazed in his arm early Monday while sitting on a park bench in Charles Village , police said ."," Okay, let's go through the reasoning process to determine if Documents A and B are referring to the same event.Common context: Both documents mention the location of the event, which is Northeast Baltimore.Actions: In Document A, officers heard gunfire, and in Document B, a man was shot.Actors: In Document A, the actors are unknown, as the text only mentions ""officers."" In Document B, the actor is a 66-year-old man.Objects: Neither document mentions any specific objects related to the event.Locations: Both documents mention the location of the event, which is Northeast Baltimore.Now, let's analyze the event trigger words:Document A: ""heard gunfire just after 10 p.m.""Document B: ""66-year-old man was <m> shot </m> in his leg and grazed in his arm early Monday.""Based on the context and the event trigger words, it seems that the event in Document A occurred at night, around 10 pm, while the event in Document B occurred early in the morning, likely around 6 am or 7 am.Now, let's compare the entities mentioned in each document:Document A: The document only mentions the teenager who was shot, without providing any additional details.Document B: The document mentions a 66-year-old man who was shot.Based on the information provided, it seems that the entities referred to in each document are different. The teenager in Document A is not the same person as the 66-year-old man in Document B. Therefore, the two events are not the same event.In conclusion, after analyzing the common context, actions, actors, objects, and locations, as well as the event trigger words and the entities referred to in each document, it is clear that Documents A and B are not referring to the same event.",shoot,shoot,shot ,shot ,0,0,VERB,VERB,1,1,683045
"('66d30db65488c2b02e5882d7e762b5c3.b2.11', '0392b3b12110fec786b38335ffb6c713.b2.25')","Officers heard gunfire just after 10 p.m. and found the teenager <m> shot </m> multiple times in the 3400 block of Juneway in the Belair - Edison neighborhood of Northeast Baltimore , police said .","The man was sitting about 1:15 a.m. in the 100 block of East 26th St. when he heard three gunshots and realized he had been <m> shot </m> , police said . He was hospitalized and police did not provide his condition Monday ."," Okay, let me think this through...Both documents mention the phrase ""shot"" (in lowercase), which suggests that they are referring to a specific event involving a person being injured or killed by a gunshot. However, there are some key differences in the language used in each document that suggest they are not referring to the same event.First, the location of the event is different in each document. Document A mentions the 3400 block of Juneway in Northeast Baltimore, while Document B mentions the 100 block of East 26th Street in an unspecified location. This suggests that the events are not taking place in the same location.Second, the time of the event is different in each document. Document A mentions that the event occurred ""just after 10 p.m.,"" while Document B mentions that the event occurred ""about 1:15 a.m."" This further suggests that the events are not taking place at the same time.Third, the language used to describe the victim is different in each document. In Document A, the victim is referred to as a ""teenager,"" while in Document B, the victim is referred to as a ""man."" This suggests that the victims are different people.Finally, the language used to describe the perpetrator is different in each document. In Document A, the perpetrator is referred to as ""officers,"" while in Document B, the perpetrator is referred to as ""police."" This suggests that the perpetrators are different groups of people.Based on these differences, it seems unlikely that the events described in each document are the same event. Therefore, I would conclude that Document A and Document B are referring to different events.",shoot,shoot,shot ,shot ,0,0,VERB,VERB,1,1,683045
"('66d30db65488c2b02e5882d7e762b5c3.b2.11', '0392b3b12110fec786b38335ffb6c713.b8.10')","Officers heard gunfire just after 10 p.m. and found the teenager <m> shot </m> multiple times in the 3400 block of Juneway in the Belair - Edison neighborhood of Northeast Baltimore , police said .","Martin Ibarra , 35 , of South Baltimore , was <m> shot </m> and killed shortly before 10 p.m. Friday on the 1400 block of Ramsay St. in New Southwest - Mount Clare , police said ."," Okay, let's go through this step by step.First, I'll identify the common context between the two documents: both events involve a person being shot in Baltimore.Next, I'll look at the actions described in each document:* Document A: officers heard gunfire and found a teenager shot multiple times.* Document B: Martin Ibarra was shot and killed.Both documents describe a shooting, but the actions described are different. In Document A, officers heard gunfire and found a victim, while in Document B, Martin Ibarra was shot and killed.Now, let's look at the actors involved:* Document A: no actors are mentioned.* Document B: the actors mentioned are police officers.In Document A, there are no actors mentioned, while in Document B, the actors are police officers.Moving on to the objects and locations:* Document A: the location is the 3400 block of Juneway in the Belair - Edison neighborhood of Northeast Baltimore.* Document B: the location is the 1400 block of Ramsay St. in New Southwest - Mount Clare.The locations described are different. In Document A, the location is in Northeast Baltimore, while in Document B, the location is in New Southwest - Mount Clare.Finally, let's look at the pronouns used in each document:* Document A: no pronouns are used.* Document B: the pronouns used are ""he"" and ""his.""In Document A, no pronouns are used, while in Document B, the pronouns ""he"" and ""his"" are used to refer to Martin Ibarra.Based on this analysis, it seems that the two events are not the same event. The context, actions, actors, objects, and locations described in each document are different, which suggests that they are referring to separate incidents. Therefore, the answer is no, they are not talking about the same event.",shoot,shoot,shot ,shot ,1,0,VERB,VERB,1,1,683045
"('66d30db65488c2b02e5882d7e762b5c3.b2.11', '0392b3b12110fec786b38335ffb6c713.t1.5')","Officers heard gunfire just after 10 p.m. and found the teenager <m> shot </m> multiple times in the 3400 block of Juneway in the Belair - Edison neighborhood of Northeast Baltimore , police said .","Man , 66 , <m> shot </m> while sitting on park bench in Charles Village A 66-year - old man was shot in his leg and grazed in his arm early Monday while sitting on a park bench in Charles Village , police said ."," Okay, let me think this through...Both documents mention the word ""shot,"" so they must be talking about the same concept. However, the context and details provided in each document suggest that they are referring to different events.In Document A, the event occurred in the Belair - Edison neighborhood of Northeast Baltimore, and the victim was a teenager. The language used implies that the event was a violent one, with the teenager being shot multiple times.In Document B, the event occurred in Charles Village, and the victim was a 66-year-old man. The language used is also different, with the phrase ""grazed in his arm"" suggesting that the man was shot but not seriously injured.Based on these differences, it seems unlikely that the two events are the same. The locations, ages, and severity of the injuries suggest that they are separate incidents. Therefore, I conclude that Documents A and B are not talking about the same event.Now, let me break down my reasoning:1. Context: The context of each event is different. Document A occurs in a specific neighborhood in Baltimore, while Document B occurs in Charles Village.2. Actions: The actions described in each document are different. In Document A, the officers heard gunfire and found a teenager shot. In Document B, a man was shot while sitting on a park bench.3. Actors: The actors involved in each event are different. In Document A, the actors are the officers and the teenager. In Document B, the actors are the man and the shooter.4. Objects: The objects involved in each event are different. In Document A, the object is the teenager, while in Document B, the object is the man's leg.5. Locations: The locations of the events are different. Document A occurs in the Belair - Edison neighborhood of Northeast Baltimore, while Document B occurs in Charles Village.Based on these differences, it seems clear that Documents A and B are not talking about the same event.",shoot,shoot,shot ,shot ,0,0,VERB,VERB,1,1,683045
"('66d30db65488c2b02e5882d7e762b5c3.b2.2', '0392b3b12110fec786b38335ffb6c713.b2.19')","Officers heard <m> gunfire </m> just after 10 p.m. and found the teenager shot multiple times in the 3400 block of Juneway in the Belair - Edison neighborhood of Northeast Baltimore , police said .","The man was sitting about 1:15 a.m. in the 100 block of East 26th St. when he heard three <m> gunshots </m> and realized he had been shot , police said . He was hospitalized and police did not provide his condition Monday ."," Okay, let me think this through...In document A, the event trigger word is ""gunfire,"" which is mentioned in the context of officers hearing the sound of gunfire just after 10 p.m. in the 3400 block of Juneway in Baltimore. The actors mentioned are police officers and a teenager who was shot. The objects mentioned are the gun used in the shooting and the teenager's multiple injuries. The location mentioned is the Belair - Edison neighborhood of Northeast Baltimore.In document B, the event trigger word is ""gunshots,"" which is mentioned in the context of a man being shot in the 100 block of East 26th St. at around 1:15 a.m. The actors mentioned are the man who was shot and police. The objects mentioned are the gun used in the shooting and the man's injury. The location mentioned is the 100 block of East 26th St.Based on my analysis of the language and context in both documents, it appears that the events described are not the same. Here's why:1. Location: While both documents mention the general location where the event occurred (Northeast Baltimore in document A and the 100 block of East 26th St. in document B), the specific locations given are different. This suggests that the events are not taking place at the same location.2. Time: Both documents mention the time of the event, but the times are different. Document A mentions the event occurring just after 10 p.m., while document B mentions the event occurring at around 1:15 a.m. This suggests that the events are not happening at the same time.3. Number of people involved: Document A mentions a teenager who was shot, while document B mentions a man who was shot. This suggests that there are different actors involved in the two events.4. Language: The language used in the two documents is different. Document A uses the term ""gunfire,"" while document B uses the term ""gunshots."" This suggests that the events are not the same.Based on my analysis, it appears that the two events described in the documents are not the same. Therefore, I would answer ""no"" to the question of whether the two documents are talking about the same event.",gunfire,gunshot,gunfire ,gunshots ,0,0,NOUN,NOUN,1,1,683045
"('66d30db65488c2b02e5882d7e762b5c3.b6.19', '0392b3b12110fec786b38335ffb6c713.b9.10')","In the other incident , Tony Williams , 21 , of the 1500 block of Pennsylvania Avenue , was <m> shot </m> in the legs and back on Sept. 26 , police said .","D'kai Vanlandingham , 17 , of Northeast Baltimore , was <m> shot </m> and killed just after 10 p.m. Saturday on the 3400 block of Juneway in Belair - Edison , police said ."," Okay, let's dive into this inner monologue. Based on the given information, I will break down my reasoning on whether Documents A and B are referring to the same event or not.Common context: Both documents mention the location of the incident, with Document A specifying the 1500 block of Pennsylvania Avenue and Document B mentioning the 3400 block of Juneway in Belair-Edison. Both documents also mention the time of the incident, with Document A stating Sept. 26 and Document B mentioning Saturday.Actions: Both documents mention a person being shot. In Document A, Tony Williams was shot in the legs and back, while in Document B, D'kai Vanlandingham was shot and killed.Actors: In Document A, the actor is Tony Williams, while in Document B, the actor is D'kai Vanlandingham.Objects: None of the documents mention any specific objects related to the incident.Locations: The locations mentioned in the documents are different. Document A mentions the 1500 block of Pennsylvania Avenue, while Document B mentions the 3400 block of Juneway in Belair-Edison.Now, let's analyze the entities related to the event-trigger words <m> shot  </m> in both documents:Document A:* Tony WilliamsDocument B:* D'kai VanlandinghamBased on the information provided, it appears that the pronouns used in both documents refer to different individuals. Tony Williams and D'kai Vanlandingham are not the same person. Therefore, it is unlikely that the two events are the same event.Reasoning:* The locations mentioned in the documents are different.* The actors mentioned in the documents are different.* The time of the incident mentioned in the documents is the same, but the date is different.* The event-trigger words <m> shot  </m> in both documents refer to different individuals.Based on the above analysis, it can be concluded that Documents A and B are not referring to the same event.",shoot,shoot,shot ,shot ,1,0,VERB,VERB,1,1,683045
"('66d30db65488c2b02e5882d7e762b5c3.b6.19', '0392b3b12110fec786b38335ffb6c713.b9.12')","In the other incident , Tony Williams , 21 , of the 1500 block of Pennsylvania Avenue , was <m> shot </m> in the legs and back on Sept. 26 , police said .","D'kai Vanlandingham , 17 , of Northeast Baltimore , was shot and <m> killed </m> just after 10 p.m. Saturday on the 3400 block of Juneway in Belair - Edison , police said ."," Okay, let me think this through...Common context: Both documents mention an incident involving a shooting.Common actions: Both documents mention the act of shooting, with the first document stating that Tony Williams was ""shot"" and the second document stating that D'kai Vanlandingham was ""shot and killed.""Common actors: The actors mentioned in both documents are Tony Williams and D'kai Vanlandingham.Common objects: The objects mentioned in both documents are guns or firearms, as both documents refer to the act of shooting.Common locations: The locations mentioned in both documents are Pennsylvania Avenue and Juneway in Belair-Edison.Based on the above analysis, it appears that the two events are not the same event. Here's why:1. Different locations: While both documents mention locations, they are different. Document A mentions Pennsylvania Avenue, while Document B mentions Juneway in Belair-Edison.2. Different ages: Tony Williams is mentioned as 21 years old in Document A, while D'kai Vanlandingham is mentioned as 17 years old in Document B.3. Different genders: Tony Williams is male, while D'kai Vanlandingham is male.4. Different numbers of people shot: Document A mentions Tony Williams being shot in the legs and back, while Document B mentions D'kai Vanlandingham being shot and killed.5. Different times: The time of the incident mentioned in Document A is Sept. 26, while the time of the incident mentioned in Document B is just after 10 p.m. on Saturday.Based on the above analysis, it appears that the two events are distinct and unrelated. Therefore, the answer to the question of whether they are talking about the same event is no.",shoot,kill,shot ,killed ,1,0,VERB,VERB,1,1,683045
